aardvark,ˈɑɹdˌvɑɹk
slump,ˈsɫəmp
slur,ˈsɫɝ
slush,ˈsɫəʃ
smack,ˈsmæk
small,ˈsmɔɫ
smallness,ˈsmɔɫnəs
smallpox,ˈsmɔɫˌpɑks
smart,ˈsmɑɹt
smash,ˈsmæʃ
smasher,ˈsmæʃɝ
smashing,ˈsmæʃɪŋ
smattering,ˈsmætɝɪŋ
smear,ˈsmɪɹ
smell,ˈsmɛɫ
smelter,ˈsmɛɫtɝ
smile,ˈsmaɪɫ
smiley,ˈsmaɪɫi
smirk,ˈsmɝk
smith,ˈsmɪθ
smithereens,ˌsmɪðɝˈinz
smog,ˈsmɑɡ
smoke,ˈsmoʊk
smoker,ˈsmoʊkɝ
smokestack,ˈsmoʊkˌstæk
smooth,ˈsmuð
smoothness,ˈsmuðnəs
smorgasbord,ˈsmɔɹɡəsˌbɔɹd
smother,ˈsməðɝ
smudge,ˈsmədʒ
smuggler,ˈsməɡəɫɝ
smuggling,ˈsməɡəɫɪŋ
smugness,ˈsməɡnəs
smut,ˈsmət
snafu,ˈsnæfu
snag,ˈsnæɡ
snake,ˈsneɪk
snakebite,ˈsneɪkˌbaɪt
snap,ˈsnæp
snapdragon,ˈsnæpˌdɹæɡən
snapper,ˈsnæpɝ
snapshot,ˈsnæpˌʃɑt
snare,ˈsnɛɹ
snarl,ˈsnɑɹɫ
snatch,ˈsnætʃ
snatcher,ˈsnætʃɝ
sneak,ˈsnik
sneer,ˈsnɪɹ
sneeze,ˈsniz
snicker,ˈsnɪkɝ
sniff,ˈsnɪf
sniffer,ˈsnɪfɝ
sniffler,ˈsnɪfɫɝ
snifter,ˈsnɪftɝ
snip,ˈsnɪp
snipe,ˈsnaɪp
sniper,ˈsnaɪpɝ
snips,ˈsnɪps
snob,ˈsnɑb
snobbery,ˈsnɑbɝi
snook,ˈsnʊk
snooker,ˈsnʊkɝ
snore,ˈsnɔɹ
snorer,ˈsnɔɹɝ
snorkel,ˈsnɔɹkəɫ
snorkeling,ˈsnɔɹkəˌɫɪŋ
snorter,ˈsnɔɹtɝ
snot,ˈsnɔt
snout,ˈsnaʊt
snow,ˈsnoʊ
snowball,ˈsnoʊˌbɔɫ
snowboard,ˈsnoʊˌbɔɹd
snowboarder,ˈsnoʊˌbɔɹdɝ
snowflake,ˈsnoʊˌfɫeɪk
snowman,ˈsnoʊˌmæn
snowmobile,ˈsnoʊmoʊˌbiɫ
snowplow,ˈsnoʊˌpɫaʊ
snub,ˈsnəb
snuff,ˈsnəf
snuffer,ˈsnəfɝ
soak,ˈsoʊk
soap,ˈsoʊp
soapbox,ˈsoʊpˌbɑks
soar,ˈsɔɹ
sob,ˈsɑb
sobriety,səˈbɹaɪəti
soccer,ˈsɑkɝ
sociable,ˈsoʊʃəbəɫ
socialism,ˈsoʊʃəˌɫɪzəm
socialist,ˈsoʊʃəɫəst
socialite,ˈsoʊʃəˌɫaɪt
socialization,ˌsoʊʃəɫɪˈzeɪʃən
society,səˈsaɪəti
sociologist,ˌsoʊsiˈɑɫədʒɪst
sociology,ˌsoʊsiˈɑɫədʒi
sock,ˈsɑk
socket,ˈsɑkət
sod,ˈsɑd
sodom,ˈsɔdəm
sodomy,ˈsɑdəmi
sofa,ˈsoʊfə
soffit,ˈsɔfɪt
softball,ˈsɔfˌbɔɫ
softener,ˈsɔfənɝ
softening,ˈsɔfənɪŋ
softness,ˈsɔfnəs
software,ˈsɔfˌwɛɹ
softwood,ˈsɔftˌwʊd
soil,ˈsɔɪɫ
soiree,swɑˈɹeɪ
sojourn,ˈsoʊdʒɝn
sojourner,ˈsoʊdʒɝnɝ
sol,ˈsɑɫ
solace,ˈsɑɫəs
solan,ˈsoʊɫən
soldier,ˈsoʊɫdʒɝ
soldiering,ˈsoʊɫdʒɝɪŋ
sole,ˈsoʊɫ
solicitation,səˌɫɪsɪˈteɪʃən
solicitor,səˈɫɪsətɝ
solicitude,səˈɫɪsɪˌtud
solid,ˈsɑɫəd
solidarity,ˌsɑɫəˈdɛɹəti
solidity,səˈɫɪdəti
soliloquy,səˈɫɪɫəkwi
solitaire,ˌsɑɫəˈtɛɹ
solitude,ˈsɑɫəˌtud
solo,ˈsoʊˌɫoʊ
soloist,ˈsoʊˌɫoʊəst
solstice,ˈsɔɫstɪs
solubility,ˌsɑɫjəˈbɪɫəˌti
solute,ˈsɑɫjut
solution,səˈɫuʃən
solvent,ˈsɑɫvənt
som,ˈsɑm
soma,ˈsoʊmɑ
somatotropin,ˌsoʊməˈtɑtɹəpɪn
sombrero,sɑmˈbɹɛɹoʊ
somersault,ˈsəmɝˌsɔɫt
something,ˈsəmθɪŋ
somewhere,ˈsəmˌwɛɹ
son,ˈsən
sonar,ˈsoʊnɑɹ
sonata,səˈnɑtə
song,ˈsɔŋ
songbird,ˈsɔŋˌbɝd
songbook,ˈsɔnɡˌbʊk
songwriter,ˈsɔŋˌɹaɪtɝ
sonnet,ˈsɑnɪt
sop,ˈsɑp
sophisticate,səˈfɪstəˌkeɪt
sophistication,səˌfɪstəˈkeɪʃən
sophomore,ˈsɑfˌmɔɹ
soprano,səˈpɹænoʊ
sorcerer,ˈsɔɹsɝɝ
sore,ˈsɔɹ
sorghum,ˈsɔɹɡəm
sorority,sɝˈɔɹəti
sorrel,ˈsɔɹəɫ
sorrow,ˈsɑɹoʊ
sort,ˈsɔɹt
sorter,ˈsɔɹtɝ
sortie,ˈsɔɹti
sorting,ˈsɔɹtɪŋ
sorus,ˈsɔɹəs
souffle,suˈfɫeɪ
souk,ˈsuk
soul,ˈsoʊɫ
sound,ˈsaʊnd
sounder,ˈsaʊndɝ
sounding,ˈsaʊndɪŋ
soundtrack,ˈsaʊnˌtɹæk
soup,ˈsup
sour,ˈsaʊɝ
source,ˈsɔɹs
souring,ˈsaʊɝɪŋ
south,ˈsaʊθ
southeast,ˌsaʊˈθist
southwest,ˌsaʊθˈwɛst
sovereign,ˈsɑvɹən
sovereignty,ˈsɑvɹənti
soviet,ˈsoʊviˌɛt
sow,ˈsaʊ
sower,ˈsoʊɝ
soy,ˈsɔɪ
space,ˈspeɪs
spacesuit,ˈspeɪˌsut
spacing,ˈspeɪsɪŋ
spackle,ˈspækəɫ
spade,ˈspeɪd
spadework,ˈspeɪdˌwɝk
spaghetti,spəˈɡɛti
spall,ˈspɔɫ
spam,ˈspæm
span,ˈspæn
spandex,ˈspændəks
spank,ˈspæŋk
spanking,ˈspæŋkɪŋ
spar,ˈspɑɹ
spare,ˈspɛɹ
spark,ˈspɑɹk
sparkle,ˈspɑɹkəɫ
sparling,ˈspɑɹɫɪŋ
sparring,ˈspɑɹɪŋ
sparrow,ˈspɛɹoʊ
spasm,ˈspæzəm
spastic,ˈspæstɪk
spat,ˈspæt
spatter,ˈspætɝ
spatula,ˈspæˌtʃʊɫə
spawn,ˈspɑn
speaker,ˈspikɝ
speakerphone,ˈspikɝˌfoʊn
speakership,ˈspikɝˌʃɪp
speaking,ˈspikɪŋ
spear,ˈspɪɹ
spearhead,ˈspɪɹˌhɛd
special,ˈspɛʃəɫ
specialist,ˈspɛʃəɫəst
specialization,ˌspɛʃəɫəˈzeɪʃən
species,ˈspiʃiz
specific,spəˈsɪfɪk
specification,ˌspɛsɪfɪˈkeɪʃən
specificity,ˌspɛsəˈfɪsəti
specimen,ˈspɛsəmən
speck,ˈspɛk
spectacle,ˈspɛktəkəɫ
spectacles,ˈspɛktəkəɫz
spectacular,spɛkˈtækjəɫɝ
spectator,ˈspɛkteɪtɝ
spectrograph,ˈspɛktɹəˌɡɹæf
spectroscopy,spɛkˈtɹɑskəpi
spectrum,ˈspɛktɹəm
speculation,ˌspɛkjəˈɫeɪʃən
speculator,ˈspɛkjəˌɫeɪtɝ
speech,ˈspitʃ
speechwriter,ˈspitʃˌɹaɪtɝ
speed,ˈspid
speedboat,ˈspidˌboʊt
speeder,ˈspidɝ
speedometer,spiˈdɑmətɝ
speedway,ˈspidˌweɪ
spell,ˈspɛɫ
speller,ˈspɛɫɝ
spelling,ˈspɛɫɪŋ
spender,ˈspɛndɝ
spending,ˈspɛndɪŋ
spendthrift,ˈspɛndˌθɹɪft
sperm,ˈspɝm
sphere,ˈsfɪɹ
spheroid,ˈsfɪˌɹɔɪd
sphincter,ˈsfɪŋktɝ
sphinx,ˈsfɪŋks
spic,ˈspɪk
spider,ˈspaɪdɝ
spiel,ˈspiɫ
spike,ˈspaɪk
spill,ˈspɪɫ
spillage,ˈspɪɫɪdʒ
spillover,ˈspɪˌɫoʊvɝ
spillway,ˈspɪɫˌweɪ
spin,ˈspɪn
spinach,ˈspɪnətʃ
spindle,ˈspɪndəɫ
spine,ˈspaɪn
spinner,ˈspɪnɝ
spinney,ˈspɪni
spinning,ˈspɪnɪŋ
spinster,ˈspɪnstɝ
spiral,ˈspaɪɹəɫ
spirit,ˈspɪɹət
spiritual,ˈspɪɹɪˌtʃuəɫ
spiritualism,ˈspɪɹɪˌtʃuəˌɫɪzm
spirituality,ˌspɪɹɪˌtʃuˈæɫəˌti
spit,ˈspɪt
spitball,ˈspɪtˌbɔɫ
splash,ˈspɫæʃ
splat,ˈspɫæt
spleen,ˈspɫin
splice,ˈspɫaɪs
splint,ˈspɫɪnt
splinter,ˈspɫɪntɝ
split,ˈspɫɪt
splitter,ˈspɫɪtɝ
splurge,ˈspɫɝdʒ
spoil,ˈspɔɪɫ
spoilage,ˈspɔɪɫədʒ
spoiler,ˈspɔɪɫɝ
spoke,ˈspoʊk
spokesman,ˈspoʊksmən
spokesperson,ˈspoʊkspɝsən
spokeswoman,ˈspoʊkˌswʊmən
sponge,ˈspəndʒ
sponsorship,ˈspɑnsɝˌʃɪp
spontaneity,ˌspɑntəˈniəti
spoon,ˈspun
spoor,ˈspʊɹ
spore,ˈspɔɹ
sport,ˈspɔɹt
sportsmanship,ˈspɔɹtsmənˌʃɪp
sportswear,ˈspɔɹtˌswɛɹ
spot,ˈspɑt
spotlight,ˈspɑtˌɫaɪt
spotter,ˈspɑtɝ
spouse,ˈspaʊs
spout,ˈspaʊt
sprain,ˈspɹeɪn
sprawl,ˈspɹɔɫ
spray,ˈspɹeɪ
sprayer,ˈspɹeɪɝ
spraying,ˈspɹeɪɪŋ
spread,ˈspɹɛd
spreader,ˈspɹɛdɝ
spreadsheet,ˈspɹɛdˌʃit
spree,ˈspɹi
spring,ˈspɹɪŋ
springboard,ˈspɹɪŋˌbɔɹd
springer,ˈspɹɪŋɝ
sprinkle,ˈspɹɪŋkəɫ
sprinkler,ˈspɹɪŋkəɫɝ
sprinter,ˈspɹɪntɝ
sprocket,ˈspɹɑkət
sprout,ˈspɹaʊt
spruce,ˈspɹus
spud,ˈspəd
spur,ˈspɝ
spurge,ˈspɝdʒ
sputnik,ˈspətnɪk
sputter,ˈspətɝ
spy,ˈspaɪ
spying,ˈspaɪɪŋ
spyware,ˈspaɪˌwɛɹ
squad,ˈskwɑd
squadron,ˈskwɑdɹən
squall,ˈskwɔɫ
squandering,ˈskwɑndɝɪŋ
square,ˈskwɛɹ
squash,ˈskwɑʃ
squat,ˈskwɑt
squatter,ˈskwɑtɝ
squawk,ˈskwɔk
squeak,ˈskwik
squeaker,ˈskwikɝ
squeal,ˈskwiɫ
squeamishness,ˈskwimɪʃnəs
squeegee,ˈskwidʒi
squeeze,ˈskwiz
squiggle,ˈskwɪɡəɫ
squint,ˈskwɪnt
squire,ˈskwaɪɹ
squirrel,ˈskwɝəɫ
stab,ˈstæb
stabile,ˈsteɪbɪɫ
stability,stəˈbɪɫɪti
stabilization,ˌsteɪbəɫəˈzeɪʃən
stabilizer,ˈsteɪbəˌɫaɪzɝ
stable,ˈsteɪbəɫ
stack,ˈstæk
stacker,ˈstækɝ
stacks,ˈstæks
stadium,ˈsteɪdiəm
staff,ˈstæf
stag,ˈstæɡ
stage,ˈsteɪdʒ
stagecoach,ˈsteɪdʒˌkoʊtʃ
stagecraft,ˈsteɪdʒˌkɹæft
stagehand,ˈsteɪdʒˌhænd
stagflation,stæɡˈfɫeɪʃən
staggers,ˈstæɡɝz
staging,ˈsteɪdʒɪŋ
stagnation,stæɡˈneɪʃən
stain,ˈsteɪn
staining,ˈsteɪnɪŋ
stairs,ˈstɛɹz
stairway,ˈstɛɹˌweɪ
stairwell,ˈstɛɹˌwɛɫ
stake,ˈsteɪk
stakeholder,ˈsteɪkˌhoʊɫdɝ
stakeout,ˈsteɪˌkaʊt
stalagmite,ˈstæɫəɡˌmaɪt
stalemate,ˈsteɪɫˌmeɪt
stalk,ˈstɔk
stalker,ˈstɔkɝ
stall,ˈstɔɫ
stallion,ˈstæɫjən
stamina,ˈstæmənə
stammer,ˈstæmɝ
stamp,ˈstæmp
stampede,stæmˈpid
stamper,ˈstæmpɝ
stance,ˈstæns
stand,ˈstænd
standard,ˈstændɝd
standardization,stændɝdɪˈzeɪʃən
standby,ˈstændˈbaɪ
stander,ˈstændɝ
standing,ˈstændɪŋ
stanhope,ˈstænəp
stanza,ˈstænzə
staphylococcus,ˌstæfəɫəˈkɔkəs
staple,ˈsteɪpəɫ
stapler,ˈsteɪpəɫɝ
star,ˈstɑɹ
starboard,ˈstɑɹbɝd
starch,ˈstɑɹtʃ
stardom,ˈstɑɹdəm
stardust,ˈstɑɹˌdəst
stare,ˈstɛɹ
starer,ˈstɛɹɝ
starfish,ˈstɑɹˌfɪʃ
stargazer,ˈstɑɹˌɡeɪzɝ
starkness,ˈstɑɹknɪs
starlet,ˈstɑɹɫət
starlight,ˈstɑɹˌɫaɪt
starling,ˈstɑɹɫɪŋ
starship,ˈstɑɹˌʃɪp
start,ˈstɑɹt
starter,ˈstɑɹtɝ
startle,ˈstɑɹtəɫ
startup,ˈstɑɹˌtəp
starvation,stɑɹˈveɪʃən
state,ˈsteɪt
statement,ˈsteɪtmənt
stater,ˈsteɪtɝ
statesman,ˈsteɪtsmən
statesmanship,ˈsteɪtsmənˌʃɪp
static,ˈstætɪk
statics,ˈstætɪks
station,ˈsteɪʃən
stationer,ˈsteɪʃənɝ
stationery,ˈsteɪʃəˌnɛɹi
statistic,stəˈtɪstɪk
statistician,ˌstætəˈstɪʃən
statistics,stəˈtɪstɪks
statuary,ˈstætʃuˌɛɹi
statue,ˈstæˌtʃu
stature,ˈstætʃɝ
status,ˈstætəs
stave,ˈsteɪv
stay,ˈsteɪ
stayer,ˈsteɪɝ
steadfastness,ˈstɛdˌfæstnəs
steadiness,ˈstɛdinɪs
steak,ˈsteɪk
steakhouse,ˈsteɪkˌhaʊs
steal,ˈstiɫ
stealth,ˈstɛɫθ
steam,ˈstim
steamboat,ˈstimˌboʊt
steamer,ˈstimɝ
steamroller,ˈstimˌɹoʊɫɝ
steed,ˈstid
steel,ˈstiɫ
steelmaker,ˈstiɫˌmeɪkɝ
steep,ˈstip
steeper,ˈstipɝ
steeple,ˈstipəɫ
steeplechase,ˈstipəɫˌtʃeɪs
steering,ˈstɪɹɪŋ
stem,ˈstɛm
stemmer,ˈstɛmɝ
stenographer,stɛˈnəɡɹəfɝ
stenosis,ˌstɛˈnoʊsɪs
stent,ˈstɛnt
stentor,ˈstɛntɝ
step,ˈstɛp
stepchild,ˈstɛpˌtʃaɪɫd
stepdaughter,ˈstɛpˌdɔtɝ
stepfather,ˈstɛpˌfɑðɝ
stepmother,ˈstɛpˌməðɝ
steppe,ˈstɛp
stepper,ˈstɛpɝ
steps,ˈstɛps
stepson,ˈstɛpˌsən
stereo,ˈstɛɹiˌoʊ
stereotype,ˈstɛɹiəˌtaɪp
sterility,stɝˈɪɫɪti
sterilization,ˌstɛɹəɫəˈzeɪʃən
sterling,ˈstɝɫɪŋ
stern,ˈstɝn
sternness,ˈstɝnəs
sternpost,ˈstɝnˌpoʊst
steroid,stɝˈɔɪd
stethoscope,ˈstɛθəˌskoʊp
stevedore,ˈstivəˌdɔɹ
stew,ˈstu
steward,ˈstuɝd
stewardess,ˈstuɝdəs
stewardship,ˈstuɝdˌʃɪp
stewing,ˈstuɪŋ
stick,ˈstɪk
stickball,ˈstɪkˌbɔɫ
stickler,ˈstɪkəɫɝ
sticktight,ˈstɪkˌtaɪt
stiff,ˈstɪf
stiffener,ˈstɪfənɝ
stiffening,ˈstɪfənɪŋ
stiffness,ˈstɪfnəs
stifle,ˈstaɪfəɫ
stifler,ˈstaɪfɫɝ
stigma,ˈstɪɡmə
stigmata,stɪɡˈmɑtə
stigmatism,ˈstɪɡməˌtɪzəm
stile,ˈstaɪɫ
still,ˈstɪɫ
stillness,ˈstɪɫnəs
stilt,ˈstɪɫt
stimulant,ˈstɪmjəɫənt
stimulation,ˌstɪmjəˈɫeɪʃən
sting,ˈstɪŋ
stinger,ˈstɪŋɝ
stinginess,ˈstɪndʒinɪs
stint,ˈstɪnt
stipend,ˈstaɪpənd
stipulation,ˌstɪpjəˈɫeɪʃən
stir,ˈstɝ
stirring,ˈstɝɪŋ
stirrup,ˈstɝəp
stitch,ˈstɪtʃ
stock,ˈstɑk
stockade,ˈstɑˌkeɪd
stockbroker,ˈstɑkˌbɹoʊkɝ
stocker,ˈstɑkɝ
stockholder,ˈstɑkˌhoʊɫdɝ
stockholding,ˈstɑkˌhoʊɫdɪŋ
stocking,ˈstɑkɪŋ
stockman,ˈstɑkmən
stockpile,ˈstɑkˌpaɪɫ
stockpiling,ˈstɑkˌpaɪɫɪŋ
stockroom,ˈstɑˌkɹum
stocks,ˈstɑks
stockyard,ˈstɑkˌjɑɹd
stoic,ˈstoʊɪk
stoicism,ˈstoʊəˌsɪzəm
stoker,ˈstoʊkɝ
stole,ˈstoʊɫ
stoma,ˈstoʊmə
stomach,ˈstəmək
stomp,ˈstɑmp
stone,ˈstoʊn
stonecutter,ˈstoʊnˌkətɝ
stoner,ˈstoʊnɝ
stonewalling,ˈstoʊnˌwɔɫɪŋ
stoneware,ˈstoʊnˌwɛɹ
stoning,ˈstoʊnɪŋ
stool,ˈstuɫ
stoop,ˈstup
stop,ˈstɑp
stoplight,ˈstɑˌpɫaɪt
stopover,ˈstɑˌpoʊvɝ
stopper,ˈstɑpɝ
stopping,ˈstɑpɪŋ
stopwatch,ˈstɑpˌwɑtʃ
storage,ˈstɔɹədʒ
store,ˈstɔɹ
storehouse,ˈstɔɹˌhaʊs
storeroom,ˈstɔɹˌɹum
stork,ˈstɔɹk
storm,ˈstɔɹm
storminess,ˈstɔɹminɪs
story,ˈstɔɹi
storybook,ˈstɔɹiˌbʊk
storyline,ˈstɔɹiˌɫaɪn
storyteller,ˈstɔɹiˌtɛɫɝ
stoup,ˈstup
stout,ˈstaʊt
stoutness,ˈstaʊtnəs
stove,ˈstoʊv
stowaway,ˈstoʊəˌweɪ
straddle,ˈstɹædəɫ
strafe,ˈstɹeɪf
straggle,ˈstɹæɡəɫ
straggler,ˈstɹæɡɫɝ
straight,ˈstɹeɪt
straightaway,ˈstɹeɪtəˌweɪ
straightedge,ˈstɹeɪˌtɛdʒ
strain,ˈstɹeɪn
strait,ˈstɹeɪt
straitjacket,ˈstɹeɪtˌdʒækət
strand,ˈstɹænd
stranger,ˈstɹeɪndʒɝ
stranglehold,ˈstɹæŋɡəɫˌhoʊɫd
strangulation,ˌstɹæŋɡjəˈɫeɪʃən
strap,ˈstɹæp
strategist,ˈstɹætɪdʒɪst
strategy,ˈstɹætədʒi
stratification,ˌstɹætəfɪˈkeɪʃən
stratosphere,ˈstɹætəsˌfɪɹ
stratum,ˈstɹætəm
stratus,ˈstɹætəs
straw,ˈstɹɔ
strawberry,ˈstɹɔˌbɛɹi
streak,ˈstɹik
streaker,ˈstɹikɝ
stream,ˈstɹim
streamer,ˈstɹimɝ
street,ˈstɹit
streetcar,ˈstɹitˌkɑɹ
strength,ˈstɹɛŋkθ
strengthening,ˈstɹɛŋθənɪŋ
streptococcus,ˌstɹɛptəˈkɔkəs
streptokinase,ˌstɹɛptəˈkaɪˌneɪs
stress,ˈstɹɛs
stressor,ˈstɹɛsɝ
stretch,ˈstɹɛtʃ
stretcher,ˈstɹɛtʃɝ
stretching,ˈstɹɛtʃɪŋ
stricture,ˈstɹɪktʃɝ
stride,ˈstɹaɪd
strider,ˈstɹaɪdɝ
strife,ˈstɹaɪf
strike,ˈstɹaɪk
strikeout,ˈstɹaɪˌkaʊt
striker,ˈstɹaɪkɝ
string,ˈstɹɪŋ
stringency,ˈstɹɪndʒənsi
stringer,ˈstɹɪŋɝ
strip,ˈstɹɪp
stripe,ˈstɹaɪp
striper,ˈstɹaɪpɝ
stripper,ˈstɹɪpɝ
striving,ˈstɹaɪvɪŋ
stroke,ˈstɹoʊk
stroma,ˈstɹoʊmə
stronghold,ˈstɹɔŋˌhoʊɫd
strongman,ˈstɹɔŋˌmæn
structure,ˈstɹəktʃɝ
struggle,ˈstɹəɡəɫ
strum,ˈstɹəm
strut,ˈstɹət
stub,ˈstəb
stubble,ˈstəbəɫ
stubbornness,ˈstəbɝnəs
stucco,ˈstəkoʊ
stud,ˈstəd
student,ˈstudənt
studio,ˈstudiˌoʊ
study,ˈstədi
stuff,ˈstəf
stuffer,ˈstəfɝ
stuffing,ˈstəfɪŋ
stump,ˈstəmp
stumping,ˈstəmpɪŋ
stunner,ˈstənɝ
stunt,ˈstənt
stupa,ˈstuˌpɑ
stupid,ˈstupəd
stupidity,stuˈpɪdɪˌti
sturdiness,ˈstɝdinəs
sturgeon,ˈstɝdʒən
sty,ˈstaɪ
style,ˈstaɪɫ
stylist,ˈstaɪɫɪst
stylus,ˈstaɪɫəs
stymie,ˈstaɪmi
subbing,ˈsəbɪŋ
subcommittee,ˈsəbkəˈmɪti
subcompact,səbˈkɑmpækt
subcontinent,səbˈkɑntɪnənt
subcontract,səbˈkɑnˌtɹækt
subcontractor,səbˈkɑnˌtɹæktɝ
subculture,ˈsəbˌkəɫtʃɝ
subdivision,ˈsəbdɪˌvɪʒən
subfamily,ˈsəbˌfæməɫi
subgroup,ˈsəbˌɡɹup
subject,ˈsəbdʒɪkt
subjectivity,səbdʒɛkˈtɪvɪti
subkingdom,səbˈkɪŋdəm
sublease,ˈsəˌbɫis
subluxation,səbɫəkˈseɪʃən
submarine,ˈsəbmɝˌin
submergence,səbˈmɝdʒəns
submersible,səbˈmɝsɪbəɫ
submersion,səbˈmɝʒən
submission,səbˈmɪʃən
subordinate,səˈbɔɹdəˌneɪt
subordination,səˌbɔɹdəˈneɪʃən
subpoena,səˈpinə
subscriber,səbsˈkɹaɪbɝ
subscription,səbsˈkɹɪpʃən
subsection,ˈsəbsɛkʃən
subservience,səbˈsɝviəns
subset,ˈsəbˌsɛt
subsidization,ˌsəbsɪdɪˈzeɪʃən
subsidy,ˈsəbsɪdi
subsistence,səbˈsɪstəns
subspace,ˈsəbˌspeɪs
substance,ˈsəbstəns
substantive,ˈsəbstəntɪv
substation,ˈsəbˌsteɪʃən
substitute,ˈsəbstəˌtut
substitution,ˌsəbstɪˈtuʃən
substrate,ˈsəbˌstɹeɪt
subsystem,ˈsəbˌsɪstəm
subterfuge,ˈsəbtɝfˌjudʒ
subtitle,ˈsəbˌtaɪtəɫ
subtlety,ˈsətəɫti
subtraction,səbˈtɹækʃən
suburb,ˈsəbɝb
suburbanite,səˈbɝbəˌnaɪt
suburbia,səˈbɝbiə
subversion,səbˈvɝʒən
success,səkˈsɛs
succession,səkˈsɛʃən
successor,səkˈsɛsɝ
sucker,ˈsəkɝ
sucking,ˈsəkɪŋ
suckling,ˈsəkɫɪŋ
sucre,ˈsukɝ
sucrose,ˈsukɹoʊs
suction,ˈsəkʃən
suds,ˈsədz
suffering,ˈsəfɝɪŋ
sufficiency,səˈfɪʃənsi
suffix,ˈsəfɪks
suffocation,ˌsəfəˈkeɪʃən
suffragette,ˌsəfɹəˈdʒɛt
suffragist,ˈsəfɹədʒɪst
sugar,ˈʃʊɡɝ
suggestion,səˈdʒɛstʃən
suicide,ˈsuəˌsaɪd
suit,ˈsut
suitability,ˌsutəˈbɪɫɪti
suite,ˈswit
suiting,ˈsutɪŋ
suitor,ˈsutɝ
sukiyaki,sukiˈɑki
sulfate,ˈsəɫˌfeɪt
sulk,ˈsəɫk
sultan,ˈsəɫtən
sultanate,ˈsəɫtənət
sum,ˈsəm
sumac,ˈsumæk
summary,ˈsəmɝi
summation,səˈmeɪʃən
summer,ˈsəmɝ
summit,ˈsəmət
summons,ˈsəmənz
sumo,ˈsumoʊ
sump,ˈsəmp
sun,ˈsən
sunbeam,ˈsənˌbim
sunburn,ˈsənˌbɝn
sundial,ˈsənˌdaɪɫ
sunglass,ˈsənˌɡɫæs
sunlight,ˈsənˌɫaɪt
sunrise,ˈsənˌɹaɪz
sunroof,ˈsənˌɹuf
sunscreen,ˈsənskɹin
sunset,ˈsənˌsɛt
sunspot,ˈsənˌspɑt
supercomputer,ˌsupɝkəmˈpjutɝ
superfamily,ˈsupɝˌfæmɫi
supergiant,ˈsupɝˈdʒaɪənt
superintendent,ˌsupɝənˈtɛndənt
superior,suˈpɪɹiɝ
superiority,ˌsupɪɹiˈɔɹɪti
superlative,sʊˈpɝɫətɪv
supermarket,ˈsupɝˌmɑɹkɪt
supermodel,ˈsupɝˌmɑdəɫ
supernatural,ˌsupɝˈnætʃɝəɫ
supernaturalism,ˌsupɝˈnætʃɝəˌɫɪzəm
supernova,ˌsupɝˈnoʊvə
superoxide,ˌsupɝˈɑkˌsaɪd
superstition,ˌsupɝˈstɪʃən
superstructure,ˈsupɝˌstɹəktʃɝ
supertanker,ˈsupɝˌtæŋkɝ
supervision,ˌsupɝˈvɪʒən
supervisor,ˈsupɝˌvaɪzɝ
supper,ˈsəpɝ
supplanting,səˈpɫæntɪŋ
supplier,səˈpɫaɪɝ
supply,səˈpɫaɪ
support,səˈpɔɹt
supporter,səˈpɔɹtɝ
supposition,ˌsəpəˈzɪʃən
suppression,səˈpɹɛʃən
suppressor,səˈpɹɛsɝ
supremacist,suˈpɹɛməsɪst
sura,ˈsʊɹə
surcharge,ˈsɝˌtʃɑɹdʒ
surety,ˈʃʊɹəti
surf,ˈsɝf
surface,ˈsɝfəs
surfacing,ˈsɝfəsɪŋ
surfboard,ˈsɝfˌbɔɹd
surfeit,ˈsɝfət
surfer,ˈsɝfɝ
surfing,ˈsɝfɪŋ
surge,ˈsɝdʒ
surgeon,ˈsɝdʒən
surgery,ˈsɝdʒɝi
surname,ˈsɝˌneɪm
surprise,səˈpɹaɪz
surrealism,sɝˈiəˌɫɪzəm
surrey,ˈsɝi
surrogate,ˈsɝəˌɡeɪt
surtax,ˈsɝˌtæks
surveillance,sɝˈveɪɫəns
survey,ˈsɝˌveɪ
surveying,ˈsɝˌveɪɪŋ
surveyor,ˈsɝˌveɪɝ
survival,sɝˈvaɪvəɫ
survivalist,sɝˈvaɪvəɫɪst
survivor,sɝˈvaɪvɝ
susceptibility,səˌsɛptəˈbɪɫəti
sushi,ˈsuʃi
suspect,ˈsəsˌpɛkt
suspense,səˈspɛns
suspension,səˈspɛnʃən
suspicion,səˈspɪʃən
sustainability,səˌsteɪnəˈbɪɫɪti
sustenance,ˈsəstənəns
suture,ˈsutʃɝ
suturing,ˈsutʃɝɪŋ
swab,ˈswɑb
swallow,ˈswɑɫoʊ
swami,ˈswɑmi
swamp,ˈswɑmp
swan,ˈswɑn
swarm,ˈswɔɹm
swashbuckling,ˈswɑʃˌbəkɫɪŋ
swastika,ˈswɑstɪkə
swat,ˈswɑt
swatch,ˈswɑtʃ
swath,ˈswɑθ
swathe,ˈswɑð
sway,ˈsweɪ
sweat,ˈswɛt
sweater,ˈswɛtɝ
sweatshirt,ˈswɛtˌʃɝt
sweatshop,ˈswɛtˌʃɑp
sweep,ˈswip
sweeper,ˈswipɝ
sweeping,ˈswipɪŋ
sweepstakes,ˈswipˌsteɪks
sweet,ˈswit
